REQID,CLIENTID,REASON,LOAN,BAD,DEROG,DELINQ,CLAGE,NINQ,DEBTINC,INCOME,CREDIT_SCORE
38500,82372667-ooqa,Debt Consolidation,14200,0,2,4,301.5074359,,24.83595792,61095,535
38510,82392899-xnwa,Debt Consolidation,9300,0,3,1,189.043967,,38.84408934,43745,723
38520,82520933-xelh,Debt Consolidation,13700,0,0,3,181.3057998,0,39.27246634,61165,564
38530,82529644-viqa,Debt Consolidation,33700,0,0,0,178.4111833,1,42.45764485,61970,396
38540,82536918-zrrg,Debt Consolidation,25700,0,0,0,97.08615056,2,30.61978676,43025,803
38550,82542160-uuhf,Debt Consolidation,23800,0,0,0,275.9553562,2,29.71360104,448800,556
38560,82603391-cjgp,Debt Consolidation,8200,0,0,2,118.3973584,2,34.71164955,222885,615
38570,82617896-codm,Home Improvement,17100,0,1,,270.5812143,,38.46522769,258190,425
38590,82631732-idna,Debt Consolidation,28600,0,0,0,287.4961733,0,38.6443946,52510,383
38610,82661432-lwiu,Home Improvement,24500,0,0,0,83.11198815,1,29.8556335,43585,487
38620,82675198-zynm,Debt Consolidation,10600,0,0,0,68.35305606,1,38.0722099,91105,692
38640,82693589-qwfu,Auto Financing,10200,0,0,0,263.2869775,0,36.82778595,58635,784
38650,82759482-mkmf,Debt Consolidation,26600,0,1,0,187.1408236,2,35.27011322,49390,673
38680,82786139-jxgb,Home Improvement,8200,0,,,419.2729655,1,40.55827149,47195,548
38700,82842786-wgne,Debt Consolidation,60000,0,0,0,313.3343967,2,35.02857792,47925,613
38710,82848551-ebpg,Debt Consolidation,24100,0,0,0,230.0597297,0,35.89670864,57570,487
38720,82853012-gjri,Home Improvement,28400,0,0,0,134.0076805,0,41.29838663,51110,554
38730,82855578-ivah,Debt Consolidation,25400,0,1,1,5.243341044,,42.93355731,57485,842
38740,82868956-vfav,Debt Consolidation,19100,0,0,0,285.7252577,0,30.77453617,176290,625
38750,82890168-kxqu,Home Improvement,25000,0,0,0,354.1,1,13.07474002,76125,674
38760,82896174-xcfc,Home Improvement,8000,0,3,1,89.6829601,,39.97042701,52045,541
38770,82904042-gjdq,Home Improvement,14000,0,0,0,342.0666667,2,38.02946271,71385,640
38780,82905290-oqcr,Debt Consolidation,16000,0,2,1,99.51921755,1,33.20696963,62605,528
38790,82915712-yiwx,Debt Consolidation,7200,0,0,2,235.3666667,6,27.31731976,95070,582
38800,82931341-apkr,Home Improvement,9900,0,1,3,188.9333333,1,31.98738466,44980,718
38810,82940680-wxce,Debt Consolidation,12600,0,0,2,194.3599393,1,36.41457282,62785,333
38820,82966221-xeyj,Debt Consolidation,25600,0,0,0,87.62538217,1,40.92995432,51370,353
38840,83055600-jocz,Debt Consolidation,21500,0,0,0,304.3666667,,26.29660043,75980,670
38870,83201490-pdaj,Debt Consolidation,13600,0,0,0,259.733117,1,35.31021701,61190,747
38890,83287395-zadg,Debt Consolidation,23200,0,0,3,272.938299,0,47.12058049,45950,753
38900,83298101-aggq,Home Improvement,16700,0,0,1,262.61034,0,29.88475774,61760,439
38910,83303051-ymvn,Home Improvement,16700,0,,,103.4726082,0,39.34965052,61960,725
38940,83415149-rvqj,Home Improvement,18700,0,0,0,236.9968365,0,23.62120308,52780,763
38980,83490721-wnga,Home Improvement,24000,0,0,0,243.7324175,3,35.87195895,61625,650
39000,83598404-cmyv,Debt Consolidation,7500,0,1,3,126.7666667,2,46.63684546,44625,517
39010,83624587-niih,Debt Consolidation,5000,0,3,3,352.8528103,,35.88405587,69840,330
39030,83666673-kfjy,Home Improvement,17000,0,0,0,188.2476105,0,29.62867649,78640,491
39060,83725964-nypc,Home Improvement,22400,0,0,0,137.1896556,0,36.12206849,43535,810
39070,83763535-oazy,Debt Consolidation,43300,0,5,,113.7376908,,29.61653289,68015,503
39100,83802758-gilo,Debt Consolidation,15900,0,0,0,125.5519994,1,37.78182264,102420,483
39110,83809404-yzgk,Home Improvement,14600,0,0,0,164.29505,1,41.54600252,61580,615
39120,83840239-oykd,Home Improvement,9600,0,1,4,354.650225,0,36.52517293,44870,628
39130,83843589-ijmq,Home Improvement,10500,0,0,0,89.06269877,1,38.44765886,47460,376
39140,83854245-nfjm,Debt Consolidation,7000,0,0,0,219.1666667,1,23.24917845,48950,813
39150,83876710-pkzz,Debt Consolidation,25000,0,0,0,305.1331253,1,4.932216575,78705,762
39160,83896228-ffvw,Debt Consolidation,20400,0,0,0,149.5711997,0,34.34224939,52380,519
39170,83934304-dxyj,Debt Consolidation,14700,0,1,1,148.4232463,0,31.77010155,49925,574
39180,83960511-vkdo,Debt Consolidation,15000,0,0,0,223.2030702,0,9.607872238,50070,392
39190,84062461-vjwg,Home Improvement,10300,0,1,0,306.9922054,2,34.48387842,45195,618
39200,84070090-xdxy,Debt Consolidation,15400,0,1,0,108.1988949,1,24.67417485,49150,625
39240,84120446-vexh,Debt Consolidation,8300,0,2,2,214.1,2,5.593185354,76985,491
39250,84184637-azqz,Debt Consolidation,16000,0,0,0,190.3964069,0,31.73703429,78985,562
39260,84195502-heaq,Debt Consolidation,12900,0,0,0,244.9953846,0,21.4155043,78605,607
39270,84250270-uume,Debt Consolidation,24700,0,0,0,239.4260738,1,41.70053078,45025,579
39300,84313704-uiiy,Debt Consolidation,27600,0,0,0,98.521771,0,34.76057541,46020,621
39310,84329809-ciil,Home Improvement,9800,0,,,316.5253028,,29.646666,49620,428
39340,84354708-duxo,Home Improvement,12300,0,0,0,82.76016033,0,34.38536707,58590,524
39380,84479926-qqwk,Debt Consolidation,25000,0,0,0,209,0,27.81855676,62000,396
39390,84495966-icea,Debt Consolidation,25900,0,0,1,94.12956341,0,32.12756274,49760,389
39400,84501308-khic,Debt Consolidation,19300,0,0,0,255.788289,5,35.514488,51440,612
39410,84520038-kzww,Debt Consolidation,17800,0,0,0,238.1668986,0,20.07933438,67295,400
39420,84541898-gfik,Home Improvement,15000,0,1,5,249.5333333,0,49.27982698,49040,665
39440,84569667-yjir,Debt Consolidation,11500,0,0,1,164.5964029,1,39.44969272,68475,810
39450,84588163-ykfg,Debt Consolidation,33500,0,0,0,62.12090961,0,25.46161407,45960,814
39460,84589528-yobg,Debt Consolidation,24100,0,0,0,243.3497326,0,39.08269663,45625,799
39470,84612905-kjjm,Home Improvement,25900,0,0,0,134.8532427,0,40.39811434,60100,412
39480,84662465-edwf,Debt Consolidation,20000,0,,1,313.7666667,1,24.40764584,55450,729
39500,84706904-rwqj,Home Improvement,29300,0,,,109.9150205,11,44.36917076,68400,766
39510,84738160-nnhe,Home Improvement,5000,0,0,0,266.8,1,33.45593978,47965,598
39530,84795532-coie,Debt Consolidation,20000,0,0,0,179.0823743,1,40.43069541,51435,726
39560,84994264-andi,Debt Consolidation,15300,0,0,0,57.92941509,6,42.92961419,56580,502
39570,85010335-nfyw,Debt Consolidation,9100,0,0,1,115.7520933,3,37.47941029,47580,655
39590,85028739-agbz,Home Improvement,13600,0,0,0,174.3477876,2,27.96913798,58650,573
39600,85037094-ejgh,Debt Consolidation,26800,0,0,0,147.9387954,0,40.90432104,58690,627
39620,85076767-bfmf,Debt Consolidation,22700,0,0,0,289.5456726,0,40.16294454,78915,825
39630,85096835-zhpr,Debt Consolidation,31900,0,0,0,235.2018195,1,43.69152442,57975,816
39640,85112470-nhfy,Debt Consolidation,18200,0,0,0,161.3526933,0,23.89655471,50715,538
39670,85241005-ereu,Debt Consolidation,9700,0,0,2,194.4247179,2,36.95089224,49000,338
39680,85287400-uwkw,Debt Consolidation,8900,0,0,0,102.2464696,2,26.20640995,48530,764
39690,85295176-ofmw,Debt Consolidation,18400,0,0,0,80.15575717,0,35.42557919,68740,710
39710,85404877-mljh,Debt Consolidation,4800,0,0,3,160.1463113,1,21.58376012,69760,533
39720,85405617-mknq,Debt Consolidation,11100,0,0,0,102.9720787,0,29.6557132,62155,549
39730,85414645-rjdn,Debt Consolidation,34400,0,0,0,67.83204167,1,40.40270584,66465,658
39750,85447196-xgzy,Debt Consolidation,21300,0,0,0,291.8195388,1,36.99364995,58385,813
39780,85506295-zuzg,Home Improvement,10200,0,0,8,122.8439512,0,36.12288591,55040,755
39800,85516086-fwxd,Debt Consolidation,16400,0,0,0,232.3155447,3,33.10683578,70400,766
39820,85582440-jphc,Auto Financing,10200,0,2,2,154.0540944,,33.6664545,62285,786
39830,85600363-pefb,Debt Consolidation,15300,0,0,0,194.0054867,0,20.48797965,59425,640
39840,85624831-hegn,Home Improvement,12700,0,0,0,136.9569407,0,39.43166373,62155,405
39850,85647792-elok,Debt Consolidation,17300,0,0,0,262.9484377,0,38.563081,73375,740
39860,85697923-ofxf,Debt Consolidation,13100,0,0,0,71.46170475,0,41.60981324,58985,604
39870,85706120-yyur,Debt Consolidation,29700,0,0,0,161.276029,3,40.26196223,60810,722
39880,85718254-imkh,Home Improvement,20000,0,0,1,290.1667057,1,37.67151529,74140,486
39890,85727604-khmb,Home Improvement,12500,0,3,3,307.7357451,,27.35264423,46590,511
39910,85786366-pxwz,Debt Consolidation,15100,0,,,81.95405483,1,33.53470838,61940,500
39920,85792455-wyvb,Home Improvement,50100,0,0,0,193.6509051,3,39.93534357,61460,426
39930,85796182-rorl,Debt Consolidation,11500,0,0,1,193.7424854,0,27.62349396,46645,613
39950,85803336-cmrx,Home Improvement,20400,0,0,0,184.82429,1,40.77586435,48745,667
39980,85928083-jbvn,Debt Consolidation,15200,0,1,,90.7327804,1,39.14005597,52215,601
40020,86134254-briv,Debt Consolidation,9400,0,0,0,179.5666667,2,5.776683239,45895,330
40030,86224101-xjgf,Debt Consolidation,12600,0,2,1,202.8666667,8,46.8277474,40020,674
40050,86250789-phka,Debt Consolidation,4000,0,2,0,146.1,0,18.61964846,52875,498
40060,86260584-dcom,Debt Consolidation,22300,0,0,0,316.6974746,,30.67643445,47955,839
40070,86285285-njrn,Home Improvement,25300,0,0,0,366.1101514,1,36.27844415,40195,729
40080,86295817-mnir,Home Improvement,22200,0,0,0,203.9649128,0,31.5290287,40735,765
40090,86346870-uron,Debt Consolidation,15000,0,1,3,75.62831361,,31.4107913,61675,847
40100,86362891-opjz,Debt Consolidation,18600,0,,,68,1,7.439412649,43510,820
40110,86364602-mnlx,Home Improvement,2400,0,1,0,,1,34.068463,61140,669
40120,86389764-nakw,Home Improvement,12800,0,0,0,151.8511659,0,31.21070474,63075,749
40140,86406639-lbyv,Debt Consolidation,20500,0,0,0,203.9,0,9.601862091,46750,659
40160,86494723-jouy,Debt Consolidation,32300,0,0,0,69.19973077,0,15.77819668,61600,305
40170,86499437-moop,Debt Consolidation,44000,0,0,1,194.2349529,2,43.33855659,43295,813
40180,86521405-vovg,Home Improvement,11000,0,2,0,132.9333333,1,36.52094143,46515,657
40190,86577098-rgrj,Home Improvement,6000,0,0,0,140.9333333,1,49.09563181,61165,651
40210,86603684-gwzc,Home Improvement,37600,0,0,0,145.6333333,0,19.76560127,52225,549
40220,86614309-imyz,Debt Consolidation,30900,0,2,4,172.4323547,0,47.79590611,61745,629
40240,86668244-gkbq,Debt Consolidation,9300,0,0,0,278.1604735,3,40.82354171,46335,835
40250,86672594-crpf,Debt Consolidation,21100,0,0,0,285.0469162,1,37.13906786,44775,672
40260,86706680-khpf,Home Improvement,17700,0,0,0,118.4559036,0,37.1605612,52110,571
40270,86711243-anyr,Home Improvement,11800,0,0,0,357.3326822,0,34.32727654,61460,692
40280,86730391-xbdr,Home Improvement,45100,0,0,0,83.32311342,0,43.87407943,43310,659
40300,86761567-pviz,Home Improvement,16700,0,0,0,269.9626887,0,29.87592807,44525,641
40320,86775143-ijcr,Debt Consolidation,19100,0,2,1,113.6945661,2,36.38416382,43845,657
40330,86794221-efoe,Debt Consolidation,9400,0,4,0,,0,29.81532359,43225,335
40340,86800218-vzyx,Home Improvement,9600,0,0,0,182.8035145,0,33.48191013,40660,822
40350,86944320-lyag,Debt Consolidation,18300,0,0,0,110.5522774,0,40.00125599,61930,500
40370,87006274-rzjf,Home Improvement,5600,0,0,0,204.335245,0,42.39776964,61025,718
40380,87059803-krcx,Debt Consolidation,26200,0,0,1,169.0320939,0,41.08956919,61900,728
40390,87073880-yhgh,Home Improvement,19500,0,0,0,106.7126279,0,35.3676568,44955,422
40400,87095910-riix,Debt Consolidation,17900,0,1,0,279.0070806,1,36.07297543,44805,611
40440,87172886-bqop,Home Improvement,13200,0,1,0,183.5237293,1,39.75217179,61370,826
40450,87228186-wcdh,Debt Consolidation,37200,0,0,0,203.7080546,1,22.43213209,43800,681
40470,87386089-ievc,Home Improvement,3200,0,0,0,121.8666667,3,23.42974491,45305,767
40480,87397137-zyac,Debt Consolidation,11600,0,,0,158.0847883,7,38.47750484,50990,800
40500,87410412-arad,Home Improvement,17700,0,0,0,196.1319389,0,37.92365952,43040,575
40510,87420760-guun,Home Improvement,19000,0,2,1,367.5037805,,16.07179772,52550,612
40520,87445797-vief,Debt Consolidation,18400,0,0,0,178.015833,0,39.70798807,61195,678
40530,87452452-euxd,Debt Consolidation,15800,0,,,109.2939326,2,33.77082855,44385,563
40550,87469151-zybx,Debt Consolidation,33700,0,,,302.7271504,0,41.82215988,52100,838
40570,87478910-hizw,Debt Consolidation,15200,0,0,0,174.1643955,0,24.86160353,43395,697
40580,87536139-mxfd,Debt Consolidation,20100,0,0,0,232.8267062,4,36.64867972,43585,615
40590,87570655-cijk,Home Improvement,11300,0,0,1,332.7233895,0,40.12016832,52485,712
40600,87574889-uruy,Debt Consolidation,16000,0,,,344.580126,,31.64081278,40770,618
40620,87582242-hqnq,Debt Consolidation,10900,0,0,0,177.0858449,0,33.84909254,45535,629
40630,87592748-qfjm,Debt Consolidation,14000,0,0,1,145.0666667,1,45.58211712,43510,692
40650,87597561-xafx,Debt Consolidation,20000,0,0,0,170.4333333,2,4.725923058,68710,559
40660,87602370-pnrh,Home Improvement,9800,0,0,0,171.4136584,0,25.62165041,47535,478
40670,87619182-axzw,Home Improvement,8200,0,0,0,178.6879275,0,36.60169886,61820,492
40690,87634296-fckd,Home Improvement,17600,0,0,2,46.87513575,1,39.08182644,61600,622
40700,87638176-bkge,Debt Consolidation,18600,0,1,0,89.18900547,0,53.84821989,52325,630
40720,87676514-ygll,Debt Consolidation,36300,0,0,0,185.3593721,0,38.35509489,61555,664
40730,87720693-xcwm,Debt Consolidation,19300,0,,,114.1426962,0,36.99134349,43010,542
40740,87750741-quje,Home Improvement,26400,0,,5,480.3560137,,33.7142391,61335,605
40750,87751889-alyx,Debt Consolidation,18600,0,0,0,104.5333333,1,45.8200669,61830,664
40760,87757917-gbme,Debt Consolidation,17200,0,0,1,120.3239792,2,30.55651187,52475,792
40770,87763675-paba,Debt Consolidation,28600,0,0,2,239.2270359,0,31.01274893,48725,687
40790,87852650-ofwp,Debt Consolidation,51800,0,0,0,257.8079289,1,40.17406476,40390,737
40800,87869100-midg,Debt Consolidation,13300,0,0,0,154.4848138,2,41.11915349,52115,753
40810,87937865-wjcd,Debt Consolidation,23100,0,0,0,182.93212,1,35.58378924,52460,517
40820,87993475-awye,Debt Consolidation,25100,0,0,0,307.7497359,0,39.27702198,44545,330
40840,88071729-ewdg,Home Improvement,22100,0,0,0,164.7849474,0,36.27847391,46380,667
40850,88116576-chau,Debt Consolidation,12000,0,0,0,144.0666667,0,7.234036703,61035,767
40860,88150350-amhn,Debt Consolidation,26800,0,0,0,323.262383,0,37.27227131,52010,395
40870,88163279-evhp,Home Improvement,18600,0,0,4,186.7128357,1,27.64603658,52055,437
40880,88166967-cuyr,Home Improvement,15900,0,0,0,235.6274023,0,20.72337565,52465,661
40890,88177672-ongv,Debt Consolidation,7500,0,,0,79.41122999,,34.39744173,52700,357
40900,88178412-hrmb,Debt Consolidation,22000,0,1,0,317.5333333,4,24.44845391,209885,675
40920,88206970-yrrn,Debt Consolidation,27400,0,0,0,194.5330279,0,41.64417205,110090,635
40940,88213347-hryo,Home Improvement,5100,0,,,417.6333333,2,10.02481149,99460,797
40950,88216045-lgcz,Debt Consolidation,17800,0,2,2,105.7679609,2,34.62992201,98505,630
40960,88238455-xhyl,Home Improvement,2900,0,0,0,96.10232967,0,30.05113629,15000,617
40970,88247731-crjj,Home Improvement,3600,0,0,0,204.2724988,0,20.47091551,98505,743
40980,88286222-amdx,Debt Consolidation,24800,0,0,1,305.6823468,0,38.02973836,99460,476
40990,88300474-dbci,Home Improvement,8400,0,,,190.0175026,,25.76896503,193540,582
41000,88344427-cmww,Debt Consolidation,9200,0,0,0,105.6552052,0,29.00720777,146500,808
41010,88381031-ufkg,Debt Consolidation,25200,0,0,0,181.4513682,0,32.92386047,99460,671
41030,88387651-bgqi,Debt Consolidation,25200,0,0,1,143.8313539,4,35.3269126,178040,864
41040,88395171-uwwq,Debt Consolidation,40000,0,0,1,314.5,6,20.21136106,123255,522
41050,88411094-dkbo,Debt Consolidation,20500,0,1,1,107.6713817,4,39.68708944,102975,492
41060,88475810-lami,Debt Consolidation,12500,0,0,0,138.687955,0,39.58996183,61530,664
41070,88480965-uwrh,Debt Consolidation,22300,0,,0,96.34213992,2,35.75510673,52110,668
41080,88535298-cdly,Debt Consolidation,28300,0,0,0,85.79724815,1,39.8765037,61960,677
41090,88551419-xfnc,Home Improvement,37300,0,0,6,235.6379056,2,114.0505277,45475,610
41110,88567553-kbrw,Debt Consolidation,34300,0,0,0,195.555801,1,37.94959341,61495,554
41130,88582031-fjkd,Debt Consolidation,18700,0,,1,290.8270296,1,35.13903436,61895,516
41140,88652322-xumx,Debt Consolidation,7000,0,0,0,134.7,1,13.2233237,61550,615
41150,88678937-rnrl,Debt Consolidation,26900,0,0,0,70.28190571,0,34.39630178,61870,548
41160,88695342-yyfk,Debt Consolidation,32600,0,0,0,340.9,0,10.54222379,46285,681
41170,88721884-nxol,Debt Consolidation,12300,0,0,0,173.8386239,0,37.8244708,61500,657
41190,88742370-ownq,Debt Consolidation,10400,0,2,4,57.31156535,,36.90541431,46670,822
41210,88780216-elkg,Home Improvement,21900,0,0,0,367.5414905,0,32.69251534,45255,564
41220,88800938-qlzh,Debt Consolidation,15000,0,1,5,73.1,1,3.120667071,52645,582
41230,88817545-jkqd,Debt Consolidation,20100,0,0,0,102.7266545,1,18.50780264,61600,769
41240,88856676-zefx,Debt Consolidation,14800,0,0,0,191.1779415,0,36.64708052,52475,538
41250,88897087-izxv,Debt Consolidation,14300,0,0,0,220.899221,0,39.87750077,61480,425
41260,89018524-ilki,Home Improvement,3400,0,0,1,183.2999156,0,49.57018236,61780,798
41280,89027328-dvph,Home Improvement,15500,0,0,0,204.0958698,0,40.66018644,45890,421
41290,89036225-kcdn,Debt Consolidation,17400,0,1,0,95.36306868,1,27.10761957,61955,716
41310,89081501-nizx,Debt Consolidation,10200,0,0,0,104.8350719,1,38.37611263,43525,790
41330,89094335-xdbo,Debt Consolidation,9300,0,0,2,88.5,4,36.91967546,61605,557
41340,89102235-dekc,Debt Consolidation,8100,0,0,0,89.23333333,2,4.103105001,44715,588
41360,89148146-agyw,Debt Consolidation,18000,0,2,1,121.7614658,1,34.02520751,61810,430
41390,89302387-forn,Debt Consolidation,24900,0,1,0,202.4473261,0,35.3492119,44695,552
41410,89362084-ylzk,Home Improvement,12400,0,0,0,238.3827694,0,25.33220131,45465,542
41430,89376889-qeij,Business,12800,0,3,2,35.75260822,,25.13244854,61580,382
41440,89399639-lppu,Home Improvement,5700,0,0,0,104.4,0,15.08936713,43480,358
41450,89410620-bpwk,Debt Consolidation,23500,0,0,0,127.8,0,20.89476907,61390,672
41460,89453313-lwbd,Debt Consolidation,12000,0,0,0,104.4825912,0,34.76728889,61520,543
41470,89480464-mkyf,Debt Consolidation,15000,0,0,0,63.7,1,3.528749391,61515,627
41490,89537491-giyw,Debt Consolidation,32200,0,0,0,116.7297455,1,37.99908153,44990,659
41500,89556273-kvlr,Debt Consolidation,33000,0,0,0,164.3009187,1,34.39190747,61445,718
41510,89579470-koge,Home Improvement,8700,0,0,,91.11206084,,36.87492751,52860,792
41520,89592704-peao,Debt Consolidation,17800,0,0,0,270.044991,0,27.46700181,45765,564
41530,89594530-ridz,Debt Consolidation,26700,0,0,0,232.6461734,1,34.11753289,52115,737
41540,89626583-xgjf,Debt Consolidation,19500,0,,,172.8721456,,38.82378279,45785,621
41550,89673555-hvpv,Debt Consolidation,14400,0,0,1,285.200062,1,28.1716511,52215,675
41570,89683674-qcdl,Debt Consolidation,16400,0,0,0,95.36634837,0,31.27518252,52450,842
41580,89708787-iuhg,Debt Consolidation,22300,0,0,3,291.61872,1,27.70517064,52050,643
41600,89737788-vqgv,Home Improvement,5000,0,0,0,182.6333333,0,20.8633158,43135,656
41610,89822808-gppj,Debt Consolidation,13700,0,0,0,201.0424021,2,43.47167729,61205,542
41620,89861477-hvjl,Home Improvement,7400,0,0,0,96.13333333,0,36.53016578,15000,828
41630,89862694-clap,Debt Consolidation,16000,0,0,0,110.6,1,40.72966315,40745,826
41640,89876057-oegu,Debt Consolidation,20200,0,0,0,218.6578187,3,41.80676309,61095,849
41660,89908236-zdyg,Home Improvement,16100,0,0,0,101.9604601,0,35.99497953,61165,758
41670,89920867-dahn,Debt Consolidation,21000,0,0,0,173.7861616,1,40.05752741,61970,677
41680,89938075-iddr,Home Improvement,5000,0,0,0,257.6522064,0,40.95258888,43025,616
41690,89957769-cend,Home Improvement,12000,0,0,0,115.9,0,24.98159076,448800,771
41700,89970128-bmnu,Home Improvement,4000,0,0,0,94.72487417,0,29.39092806,222885,810
41710,89973207-qvek,Debt Consolidation,17000,0,0,0,280.4533436,2,37.77195785,258190,784
41720,89991756-xapq,Debt Consolidation,20900,0,0,0,157.0711836,1,37.67720937,483455,679
41750,90063067-bkpu,Debt Consolidation,22400,0,2,1,239.903304,2,42.81636756,43585,572
41770,90069443-whrn,Debt Consolidation,15700,0,0,0,155.7547891,2,28.79791858,63435,389
41780,90078728-oqno,Home Improvement,5600,0,0,0,91.68377063,0,37.77335098,58635,641
41800,90104328-oxmq,Debt Consolidation,88900,0,0,1,205.6501595,0,34.81826182,43455,662
41810,90104398-hdhr,Debt Consolidation,11000,0,0,0,107.3400662,0,37.69910859,61840,401
41840,90208677-njjg,Debt Consolidation,9300,0,3,0,,0,31.89390379,47925,535
41850,90256212-wqjn,Debt Consolidation,22800,0,0,0,188.0777225,0,40.35190229,57570,826
41860,90390469-fpuq,Home Improvement,13800,0,,,173.8758677,,20.6823774,51110,847
41870,90399781-bmck,Debt Consolidation,33200,0,2,0,120.090143,0,35.01574872,57485,765
41880,90494615-ixky,Home Improvement,16300,0,0,0,246.7546661,1,36.4090945,176290,582
41890,90514897-gzfg,Debt Consolidation,45700,0,3,2,97.4,4,44.74876483,76125,727
41900,90516142-vaav,Home Improvement,10000,0,0,2,176.5333333,0,18.37163065,52045,510
41920,90580731-rari,Debt Consolidation,27600,0,0,0,165.0058394,0,34.99872778,62605,384
41930,90582710-noix,Home Improvement,24400,0,1,0,254.517448,2,37.90658567,95070,810
41950,90638517-wmgi,Debt Consolidation,15400,0,0,0,191.344217,0,21.36431232,62785,599
41980,90661500-zxzd,Home Improvement,12500,0,0,7,145.9530178,0,36.75998466,75980,769
42000,90771343-qqqb,Debt Consolidation,24300,0,0,0,187.0218108,0,33.47337359,80555,864
42030,90853922-hloy,Debt Consolidation,18600,0,1,0,202.2885776,0,27.07376116,45950,566
42040,90860689-lvlh,Debt Consolidation,36800,0,0,0,240.2328754,3,35.69154269,61760,430
42060,91007948-frvd,Debt Consolidation,22200,0,0,0,28.52378272,1,29.5997802,40130,377
42100,91299034-ghcu,Debt Consolidation,31200,0,0,1,260.9197759,2,27.05723429,64240,809
42110,91299924-azau,Debt Consolidation,8600,0,0,0,172.551555,1,43.87561082,47485,807
42120,91312102-goqk,Debt Consolidation,8500,0,1,1,291.6203784,0,39.00314063,61625,581
42160,91378904-fbyg,Debt Consolidation,12900,0,0,0,163.4166317,0,26.98743734,74130,708
42190,91436342-cyzx,Debt Consolidation,89200,0,0,0,212.2796967,0,35.55659049,79625,557
42200,91454242-eecr,Debt Consolidation,20600,0,0,0,180.0541538,2,40.69308168,43535,733
42220,91514506-oihx,Home Improvement,6200,0,0,0,212.5376432,0,20.61678366,45155,772
42230,91518164-ojad,Home Improvement,8200,0,0,0,235.3632495,0,35.63672035,44190,682
42250,91574233-eulg,Debt Consolidation,23700,0,0,0,119.2312044,1,43.829588,61580,622
42260,91602496-blbl,Debt Consolidation,23700,0,,,85.1283538,,24.99135942,44870,651
42270,91665136-emwi,Home Improvement,11100,0,0,0,183.2062075,0,26.87488997,47460,575
42280,91673697-zrnq,Debt Consolidation,42600,0,0,0,204.2036332,0,41.15627594,48950,654
42290,91678409-djad,Debt Consolidation,21900,0,,,100.775926,1,29.5314444,78705,543
42300,91695534-fflx,Debt Consolidation,23000,0,0,1,301.2329108,2,30.34670611,52380,789
42310,91710595-oefm,Debt Consolidation,26900,0,0,0,132.3473921,0,41.13070668,49925,838
42320,91719422-jjcy,Debt Consolidation,10500,0,0,0,187.7134862,0,27.86112392,50070,512
42360,91827748-pkfk,Debt Consolidation,18600,0,0,0,229.2744494,0,35.80007142,46760,640
42370,91828576-yzyp,Home Improvement,6400,0,0,0,202.2507958,0,45.11431939,49370,691
42380,91869051-dzca,Home Improvement,15000,0,1,1,62.3,2,23.55430318,76985,303
42400,91935136-wceb,Debt Consolidation,27200,0,0,0,295.4714492,1,34.7669497,78605,647
42410,91940530-azng,Wedding,31000,0,0,0,118.0696474,0,36.05148718,45025,607
42440,91990116-jfvr,Home Improvement,8900,0,0,0,322.7311957,2,33.78852367,46020,726
42450,92011080-unyu,Debt Consolidation,15500,0,,1,132.8205709,0,33.29297369,49620,549
42460,92016605-zyxl,Debt Consolidation,15000,0,0,3,109.5666667,0,20.33369185,46365,623
42470,92029516-amwy,Debt Consolidation,18400,0,0,0,93.43274991,0,29.11688772,61090,776
42480,92057091-myeo,Home Improvement,5000,0,5,3,122.7666667,5,12.17270221,58590,764
42490,92064709-evlm,Debt Consolidation,17800,0,0,0,135.1232249,2,38.93711224,63380,814
42500,92100093-nyez,Home Improvement,4500,0,0,0,,0,11.6527388,61545,752
42510,92143038-cmgg,Debt Consolidation,6500,0,0,0,54.76666667,2,31.02141724,73200,629
42520,92154274-bzzy,Debt Consolidation,25000,0,0,0,199.8333333,0,27.7643432,62000,649
42550,92324690-vvmg,Home Improvement,9300,0,0,0,308.3403318,2,33.6355254,67295,494
42570,92397362-aqkg,Home Improvement,8000,0,0,0,330.1748556,1,35.36268639,51530,562
42580,92419851-pnhx,Home Improvement,5500,0,2,3,195.8029673,,29.42331169,68475,543
42590,92460908-xuma,Debt Consolidation,9400,0,0,0,104.1133632,2,39.54184797,45960,649
42600,92480640-rhwq,Home Improvement,11200,0,0,0,186.249507,0,33.99556536,45625,843
42610,92524725-djwy,Debt Consolidation,4000,0,0,0,12.2,0,40.03394193,60100,623
42650,92567172-appc,Home Improvement,23700,0,3,4,37.97514115,,36.76101419,47965,670
42670,92573150-bdbn,Debt Consolidation,15700,0,0,0,149.9063788,1,30.48636123,51435,309
42680,92620877-wkbe,Home Improvement,25600,0,1,0,245.6794706,2,38.97353933,52365,415
42690,92644824-wadm,Debt Consolidation,12300,0,,0,206.8170726,4,41.42504139,52370,644
42710,92769323-zeha,Home Improvement,12400,0,0,0,349.2796108,0,35.71441843,47580,676
42720,92794650-hpzd,Debt Consolidation,19300,0,0,0,238.6686971,4,38.29827816,55955,524
42730,92804814-qgqq,Home Improvement,9900,0,0,0,60.6344698,1,31.68813428,58650,785
42740,92812122-hccm,Debt Consolidation,44000,0,5,,116.4370353,,26.07043469,58690,806
42750,92823292-amgp,Debt Consolidation,16400,0,0,0,198.8274238,3,41.52349741,77995,337
42760,92835042-caio,Debt Consolidation,17500,0,1,0,163.0666667,3,39.97528692,78915,761
